ANO;MÊS;PRODUTO;OPERAÇÃO COMERCIAL;IMPORTADO / EXPORTADO;DISPÊNDIO / RECEITA
2004;SET;ASFALTO;EXPORTAÇÃO;2443,547317;595029
2004;ABR;ASFALTO;IMPORTAÇÃO;245,3570732;71578
2004;AGO;ASFALTO;IMPORTAÇÃO;399,2702439;113701
2004;DEZ;ASFALTO;IMPORTAÇÃO;386,3141463;117689
2004;FEV;ASFALTO;IMPORTAÇÃO;57,4302439;56778
2004;JAN;ASFALTO;IMPORTAÇÃO;145,4517073;57712
2004;JUL;ASFALTO;IMPORTAÇÃO;787,3229268;251673
2004;JUN;ASFALTO;IMPORTAÇÃO;611,0995122;164268
2004;MAI;ASFALTO;IMPORTAÇÃO;487,2712195;199289
2004;MAR;ASFALTO;IMPORTAÇÃO;224,1278049;77879
2004;NOV;ASFALTO;IMPORTAÇÃO;537,9112195;154424
2004;OUT;ASFALTO;IMPORTAÇÃO;328,0663415;112247
2004;SET;ASFALTO;IMPORTAÇÃO;228,3629268;76367
2004;ABR;COMBUSTÍVEIS PARA AERONAVES;EXPORTAÇÃO;44340,5995;14827980
2004;AGO;COMBUSTÍVEIS PARA AERONAVES;EXPORTAÇÃO;232560,9862;82109967
2004;DEZ;COMBUSTÍVEIS PARA AERONAVES;EXPORTAÇÃO;176100,03;80422378
2004;FEV;COMBUSTÍVEIS PARA AERONAVES;EXPORTAÇÃO;100488,5344;31177155
2004;JAN;COMBUSTÍVEIS PARA AERONAVES;EXPORTAÇÃO;100050,209;29517990
2004;JUL;COMBUSTÍVEIS PARA AERONAVES;EXPORTAÇÃO;88496,13016;29573775
2004;JUN;COMBUSTÍVEIS PARA AERONAVES;EXPORTAÇÃO;112332,6546;36121225
2004;MAI;COMBUSTÍVEIS PARA AERONAVES;EXPORTAÇÃO;106083,6108;34349050
2004;MAR;COMBUSTÍVEIS PARA AERONAVES;EXPORTAÇÃO;111680,4305;36532662
2004;NOV;COMBUSTÍVEIS PARA AERONAVES;EXPORTAÇÃO;82983,45557;39315558
2004;OUT;COMBUSTÍVEIS PARA AERONAVES;EXPORTAÇÃO;146513,1477;59263531
2004;SET;COMBUSTÍVEIS PARA AERONAVES;EXPORTAÇÃO;110560,3554;42670473
2004;ABR;COMBUSTÍVEIS PARA NAVIOS;EXPORTAÇÃO;329142,6288;61345089
2004;AGO;COMBUSTÍVEIS PARA NAVIOS;EXPORTAÇÃO;318320,4946;79491305
2004;DEZ;COMBUSTÍVEIS PARA NAVIOS;EXPORTAÇÃO;349560,5647;80719760
2004;FEV;COMBUSTÍVEIS PARA NAVIOS;EXPORTAÇÃO;191657,848;38718893
2004;JAN;COMBUSTÍVEIS PARA NAVIOS;EXPORTAÇÃO;334297,9418;61509429
2004;JUL;COMBUSTÍVEIS PARA NAVIOS;EXPORTAÇÃO;338710,4788;73546429
2004;JUN;COMBUSTÍVEIS PARA NAVIOS;EXPORTAÇÃO;416202,0997;85362602
2004;MAI;COMBUSTÍVEIS PARA NAVIOS;EXPORTAÇÃO;315070,4393;62644132
2004;MAR;COMBUSTÍVEIS PARA NAVIOS;EXPORTAÇÃO;457839,2517;83129515
2004;NOV;COMBUSTÍVEIS PARA NAVIOS;EXPORTAÇÃO;265208,8391;62284028
2004;OUT;COMBUSTÍVEIS PARA NAVIOS;EXPORTAÇÃO;202035,1343;45328001
2004;SET;COMBUSTÍVEIS PARA NAVIOS;EXPORTAÇÃO;398942,7986;88211552
2004;ABR;COQUE;EXPORTAÇÃO;20218,50288;1007068
2004;AGO;COQUE;EXPORTAÇÃO;300,6942308;82776
2004;DEZ;COQUE;EXPORTAÇÃO;46456,39904;6250932
2004;FEV;COQUE;EXPORTAÇÃO;24235,60385;1565312
2004;JAN;COQUE;EXPORTAÇÃO;52557,625;3588476
2004;JUL;COQUE;EXPORTAÇÃO;29806,44615;2824624
2004;JUN;COQUE;EXPORTAÇÃO;33508,73942;3159068
2004;MAI;COQUE;EXPORTAÇÃO;12972,67885;1223249
2004;MAR;COQUE;EXPORTAÇÃO;41302,80288;2090080
2004;NOV;COQUE;EXPORTAÇÃO;77,88461538;14745
2004;OUT;COQUE;EXPORTAÇÃO;75,96153846;17505
2004;SET;COQUE;EXPORTAÇÃO;10782,33269;1689855
2004;ABR;COQUE;IMPORTAÇÃO;163227,8192;5618103
2004;AGO;COQUE;IMPORTAÇÃO;215101,65;10317609
2004;DEZ;COQUE;IMPORTAÇÃO;240082,7962;11583357
2004;FEV;COQUE;IMPORTAÇÃO;107666,174;2312139
2004;JAN;COQUE;IMPORTAÇÃO;150488,9442;7526373
2004;JUL;COQUE;IMPORTAÇÃO;203986,6519;11141188
2004;JUN;COQUE;IMPORTAÇÃO;231087,0029;11324528
2004;MAI;COQUE;IMPORTAÇÃO;233063,7327;7998997
2004;MAR;COQUE;IMPORTAÇÃO;298798,424;12769416
2004;NOV;COQUE;IMPORTAÇÃO;149203,9327;5772562
2004;OUT;COQUE;IMPORTAÇÃO;258884,1865;12408818
2004;SET;COQUE;IMPORTAÇÃO;214130,2269;7623599
2004;ABR;GASOLINA A;EXPORTAÇÃO;259365,5863;67554711
2004;AGO;GASOLINA A;EXPORTAÇÃO;356514,7803;104844214
2004;DEZ;GASOLINA A;EXPORTAÇÃO;379006,3423;109066920
2004;FEV;GASOLINA A;EXPORTAÇÃO;105802,1954;24052937
2004;JAN;GASOLINA A;EXPORTAÇÃO;21147,02022;3444850
2004;JUL;GASOLINA A;EXPORTAÇÃO;151061,9097;45024665
2004;JUN;GASOLINA A;EXPORTAÇÃO;339262,3181;98774318
2004;MAI;GASOLINA A;EXPORTAÇÃO;101699,1846;26770924
2004;MAR;GASOLINA A;EXPORTAÇÃO;105070,1388;26236476
2004;NOV;GASOLINA A;EXPORTAÇÃO;57624,16712;19399992
2004;OUT;GASOLINA A;EXPORTAÇÃO;100448,8127;28364714
2004;SET;GASOLINA A;EXPORTAÇÃO;38058,29784;9987020
2004;ABR;GASOLINA A;IMPORTAÇÃO;2954,204852;623946
2004;AGO;GASOLINA A;IMPORTAÇÃO;0;0
2004;DEZ;GASOLINA A;IMPORTAÇÃO;0;0
2004;FEV;GASOLINA A;IMPORTAÇÃO;4049,685984;852771
2004;JAN;GASOLINA A;IMPORTAÇÃO;17064,69272;3813821
2004;JUL;GASOLINA A;IMPORTAÇÃO;0;0
2004;JUN;GASOLINA A;IMPORTAÇÃO;1978,733154;417073
2004;MAI;GASOLINA A;IMPORTAÇÃO;3195,718329;688241
2004;MAR;GASOLINA A;IMPORTAÇÃO;26073,82615;6119126
2004;NOV;GASOLINA A;IMPORTAÇÃO;36,11725067;41312
2004;OUT;GASOLINA A;IMPORTAÇÃO;0,408355795;615
2004;SET;GASOLINA A;IMPORTAÇÃO;7,630727763;14829
2004;ABR;GASOLINA DE AVIAÇÃO;EXPORTAÇÃO;2646,944904;1169439
2004;AGO;GASOLINA DE AVIAÇÃO;EXPORTAÇÃO;303,2548209;175853
2004;DEZ;GASOLINA DE AVIAÇÃO;EXPORTAÇÃO;237,1983471;125183
2004;FEV;GASOLINA DE AVIAÇÃO;EXPORTAÇÃO;251,5413223;131872
2004;JAN;GASOLINA DE AVIAÇÃO;EXPORTAÇÃO;227,8512397;117351
2004;JUL;GASOLINA DE AVIAÇÃO;EXPORTAÇÃO;2631,07438;1183291
2004;JUN;GASOLINA DE AVIAÇÃO;EXPORTAÇÃO;239,1556474;137479
2004;MAI;GASOLINA DE AVIAÇÃO;EXPORTAÇÃO;2605,523416;1296238
2004;MAR;GASOLINA DE AVIAÇÃO;EXPORTAÇÃO;217,5358127;117328
2004;NOV;GASOLINA DE AVIAÇÃO;EXPORTAÇÃO;201,2121212;115270
2004;OUT;GASOLINA DE AVIAÇÃO;EXPORTAÇÃO;2744,57989;1340771
2004;SET;GASOLINA DE AVIAÇÃO;EXPORTAÇÃO;219,5096419;125452
2004;ABR;GASOLINA DE AVIAÇÃO;IMPORTAÇÃO;824,7162534;303655
2004;AGO;GASOLINA DE AVIAÇÃO;IMPORTAÇÃO;0;0
2004;DEZ;GASOLINA DE AVIAÇÃO;IMPORTAÇÃO;0;0
2004;FEV;GASOLINA DE AVIAÇÃO;IMPORTAÇÃO;830,2658402;243935
2004;JAN;GASOLINA DE AVIAÇÃO;IMPORTAÇÃO;0;0
2004;JUL;GASOLINA DE AVIAÇÃO;IMPORTAÇÃO;0;0
2004;JUN;GASOLINA DE AVIAÇÃO;IMPORTAÇÃO;0;0
2004;MAI;GASOLINA DE AVIAÇÃO;IMPORTAÇÃO;0;0
2004;MAR;GASOLINA DE AVIAÇÃO;IMPORTAÇÃO;0;0
2004;NOV;GASOLINA DE AVIAÇÃO;IMPORTAÇÃO;0;0
2004;OUT;GASOLINA DE AVIAÇÃO;IMPORTAÇÃO;0;0
2004;SET;GASOLINA DE AVIAÇÃO;IMPORTAÇÃO;0;0
2004;ABR;GLP;EXPORTAÇÃO;0;0
2004;AGO;GLP;EXPORTAÇÃO;0;0
2004;DEZ;GLP;EXPORTAÇÃO;63676,55254;15953421
2004;FEV;GLP;EXPORTAÇÃO;0;0
2004;JAN;GLP;EXPORTAÇÃO;0;0
2004;JUL;GLP;EXPORTAÇÃO;0;0
2004;JUN;GLP;EXPORTAÇÃO;0;0
2004;MAI;GLP;EXPORTAÇÃO;0;0
2004;MAR;GLP;EXPORTAÇÃO;0;0
2004;NOV;GLP;EXPORTAÇÃO;0;0
2004;OUT;GLP;EXPORTAÇÃO;0;0
2004;SET;GLP;EXPORTAÇÃO;0,211956522;328
2004;ABR;GLP;IMPORTAÇÃO;73140,02536;12551534
2004;AGO;GLP;IMPORTAÇÃO;279256,279;63797848
2004;DEZ;GLP;IMPORTAÇÃO;62053,91848;15797270
2004;FEV;GLP;IMPORTAÇÃO;47158,7337;9030187
2004;JAN;GLP;IMPORTAÇÃO;201763,3406;39567904
2004;JUL;GLP;IMPORTAÇÃO;170095,5453;33545612
2004;JUN;GLP;IMPORTAÇÃO;190892,6812;36333220
2004;MAI;GLP;IMPORTAÇÃO;91061,11051;17040995
2004;MAR;GLP;IMPORTAÇÃO;195457,3225;33857561
2004;NOV;GLP;IMPORTAÇÃO;128904,8134;31530842
2004;OUT;GLP;IMPORTAÇÃO;151798,404;37745475
2004;SET;GLP;IMPORTAÇÃO;288554,4384;66922356
2004;ABR;LUBRIFICANTE;EXPORTAÇÃO;2218,504;1575091
2004;AGO;LUBRIFICANTE;EXPORTAÇÃO;3045,157714;2043071
2004;DEZ;LUBRIFICANTE;EXPORTAÇÃO;2860,394286;2416218
2004;FEV;LUBRIFICANTE;EXPORTAÇÃO;28118,85143;10763037
2004;JAN;LUBRIFICANTE;EXPORTAÇÃO;10935,62629;4796438
2004;JUL;LUBRIFICANTE;EXPORTAÇÃO;2357,808;1590666
2004;JUN;LUBRIFICANTE;EXPORTAÇÃO;3083,949714;2004364
2004;MAI;LUBRIFICANTE;EXPORTAÇÃO;7158,564571;3288341
2004;MAR;LUBRIFICANTE;EXPORTAÇÃO;3154,013714;2059568
2004;NOV;LUBRIFICANTE;EXPORTAÇÃO;2382,048;1748610
2004;OUT;LUBRIFICANTE;EXPORTAÇÃO;3194,867429;2243594
2004;SET;LUBRIFICANTE;EXPORTAÇÃO;2513,918857;1862482
2004;ABR;LUBRIFICANTE;IMPORTAÇÃO;5491,838857;4485866
2004;AGO;LUBRIFICANTE;IMPORTAÇÃO;25932,88114;12379826
2004;DEZ;LUBRIFICANTE;IMPORTAÇÃO;20727,60114;10469961
2004;FEV;LUBRIFICANTE;IMPORTAÇÃO;9020,032;5322794
2004;JAN;LUBRIFICANTE;IMPORTAÇÃO;26269,616;11201867
2004;JUL;LUBRIFICANTE;IMPORTAÇÃO;21051,86971;10194117
2004;JUN;LUBRIFICANTE;IMPORTAÇÃO;27572,168;12277742
2004;MAI;LUBRIFICANTE;IMPORTAÇÃO;30095,992;13168948
2004;MAR;LUBRIFICANTE;IMPORTAÇÃO;36899,04343;15133748
2004;NOV;LUBRIFICANTE;IMPORTAÇÃO;20398,464;10309397
2004;OUT;LUBRIFICANTE;IMPORTAÇÃO;24153,31886;12063669
2004;SET;LUBRIFICANTE;IMPORTAÇÃO;22914,03543;10926857
2004;ABR;NAFTA;EXPORTAÇÃO;0;0
2004;AGO;NAFTA;EXPORTAÇÃO;0;0
2004;DEZ;NAFTA;EXPORTAÇÃO;11373,62536;3489945
2004;FEV;NAFTA;EXPORTAÇÃO;0;0
2004;JAN;NAFTA;EXPORTAÇÃO;0;0
2004;JUL;NAFTA;EXPORTAÇÃO;0;0
2004;JUN;NAFTA;EXPORTAÇÃO;0;0
2004;MAI;NAFTA;EXPORTAÇÃO;0;0
2004;MAR;NAFTA;EXPORTAÇÃO;0;0
2004;NOV;NAFTA;EXPORTAÇÃO;5699,792023;1794162
2004;OUT;NAFTA;EXPORTAÇÃO;0;0
2004;SET;NAFTA;EXPORTAÇÃO;0;0
2004;ABR;NAFTA;IMPORTAÇÃO;259417,6339;60028797
2004;AGO;NAFTA;IMPORTAÇÃO;170824,9131;43585181
2004;DEZ;NAFTA;IMPORTAÇÃO;539550,1937;164585420
2004;FEV;NAFTA;IMPORTAÇÃO;216757,7279;47571884
2004;JAN;NAFTA;IMPORTAÇÃO;117991,8433;23973495
2004;JUL;NAFTA;IMPORTAÇÃO;142497,963;34500135
2004;JUN;NAFTA;IMPORTAÇÃO;199985,8333;47745192
2004;MAI;NAFTA;IMPORTAÇÃO;183912,3048;41487814
2004;MAR;NAFTA;IMPORTAÇÃO;302642,6738;66592937
2004;NOV;NAFTA;IMPORTAÇÃO;375303,933;112448375
2004;OUT;NAFTA;IMPORTAÇÃO;350685,4245;96954712
2004;SET;NAFTA;IMPORTAÇÃO;375705,4074;99251652
2004;ABR;OUTROS NÃO ENERGÉTICOS;EXPORTAÇÃO;70,56481481;86396
2004;AGO;OUTROS NÃO ENERGÉTICOS;EXPORTAÇÃO;92,6412037;116851
2004;DEZ;OUTROS NÃO ENERGÉTICOS;EXPORTAÇÃO;117,2743056;151287
2004;FEV;OUTROS NÃO ENERGÉTICOS;EXPORTAÇÃO;75,68287037;91354
2004;JAN;OUTROS NÃO ENERGÉTICOS;EXPORTAÇÃO;183,6886574;171316
2004;JUL;OUTROS NÃO ENERGÉTICOS;EXPORTAÇÃO;154,875;121633
2004;JUN;OUTROS NÃO ENERGÉTICOS;EXPORTAÇÃO;107,2233796;142804
2004;MAI;OUTROS NÃO ENERGÉTICOS;EXPORTAÇÃO;195,462963;182088
2004;MAR;OUTROS NÃO ENERGÉTICOS;EXPORTAÇÃO;303,1180556;260028
2004;NOV;OUTROS NÃO ENERGÉTICOS;EXPORTAÇÃO;90,93865741;122631
2004;OUT;OUTROS NÃO ENERGÉTICOS;EXPORTAÇÃO;168,2511574;143673
2004;SET;OUTROS NÃO ENERGÉTICOS;EXPORTAÇÃO;85,83101852;112501
2004;ABR;OUTROS NÃO ENERGÉTICOS;IMPORTAÇÃO;784,4699074;1219148
2004;AGO;OUTROS NÃO ENERGÉTICOS;IMPORTAÇÃO;1249,582176;1837553
2004;DEZ;OUTROS NÃO ENERGÉTICOS;IMPORTAÇÃO;690,0787037;1483314
2004;FEV;OUTROS NÃO ENERGÉTICOS;IMPORTAÇÃO;291,1111111;648831
2004;JAN;OUTROS NÃO ENERGÉTICOS;IMPORTAÇÃO;573,7615741;1098690
2004;JUL;OUTROS NÃO ENERGÉTICOS;IMPORTAÇÃO;911,7592593;1562285
2004;JUN;OUTROS NÃO ENERGÉTICOS;IMPORTAÇÃO;1153,33912;1362556
2004;MAI;OUTROS NÃO ENERGÉTICOS;IMPORTAÇÃO;450,0115741;898258
2004;MAR;OUTROS NÃO ENERGÉTICOS;IMPORTAÇÃO;1135,505787;1649942
2004;NOV;OUTROS NÃO ENERGÉTICOS;IMPORTAÇÃO;815,4375;1112620
2004;OUT;OUTROS NÃO ENERGÉTICOS;IMPORTAÇÃO;1045,613426;1578000
2004;SET;OUTROS NÃO ENERGÉTICOS;IMPORTAÇÃO;1153,56713;1730503
2004;ABR;PARAFINA;EXPORTAÇÃO;263,0073171;173152
2004;AGO;PARAFINA;EXPORTAÇÃO;289,9036585;187059
2004;DEZ;PARAFINA;EXPORTAÇÃO;979,0621951;653577
2004;FEV;PARAFINA;EXPORTAÇÃO;425,7231707;379347
2004;JAN;PARAFINA;EXPORTAÇÃO;561,0243902;338194
2004;JUL;PARAFINA;EXPORTAÇÃO;791,9756098;530310
2004;JUN;PARAFINA;EXPORTAÇÃO;355,3121951;236622
2004;MAI;PARAFINA;EXPORTAÇÃO;471,2219512;312188
2004;MAR;PARAFINA;EXPORTAÇÃO;727,3597561;479475
2004;NOV;PARAFINA;EXPORTAÇÃO;784,1182927;538226
2004;OUT;PARAFINA;EXPORTAÇÃO;354,3597561;235172
2004;SET;PARAFINA;EXPORTAÇÃO;666,6317073;452592
2004;ABR;PARAFINA;IMPORTAÇÃO;657,0719512;577057
2004;AGO;PARAFINA;IMPORTAÇÃO;940,9463415;684000
2004;DEZ;PARAFINA;IMPORTAÇÃO;626,945122;550679
2004;FEV;PARAFINA;IMPORTAÇÃO;1945,339024;994032
2004;JAN;PARAFINA;IMPORTAÇÃO;780,6646341;666971
2004;JUL;PARAFINA;IMPORTAÇÃO;632,6;465266
2004;JUN;PARAFINA;IMPORTAÇÃO;787,9195122;633366
2004;MAI;PARAFINA;IMPORTAÇÃO;381,15;315729
2004;MAR;PARAFINA;IMPORTAÇÃO;596,2402439;535710
2004;NOV;PARAFINA;IMPORTAÇÃO;547,8463415;484290
2004;OUT;PARAFINA;IMPORTAÇÃO;725,2219512;528274
2004;SET;PARAFINA;IMPORTAÇÃO;667,8341463;603838
2004;ABR;QUEROSENE DE AVIAÇÃO;EXPORTAÇÃO;296,4493116;89395
2004;AGO;QUEROSENE DE AVIAÇÃO;EXPORTAÇÃO;0;0
2004;DEZ;QUEROSENE DE AVIAÇÃO;EXPORTAÇÃO;8220,509387;2825946
2004;FEV;QUEROSENE DE AVIAÇÃO;EXPORTAÇÃO;232,9837297;72781
2004;JAN;QUEROSENE DE AVIAÇÃO;EXPORTAÇÃO;0;0
2004;JUL;QUEROSENE DE AVIAÇÃO;EXPORTAÇÃO;0,008760951;24
2004;JUN;QUEROSENE DE AVIAÇÃO;EXPORTAÇÃO;6269,819775;1929182
2004;MAI;QUEROSENE DE AVIAÇÃO;EXPORTAÇÃO;379,4593242;119296
2004;MAR;QUEROSENE DE AVIAÇÃO;EXPORTAÇÃO;0,002503129;20
2004;NOV;QUEROSENE DE AVIAÇÃO;EXPORTAÇÃO;134,9061327;55500
2004;OUT;QUEROSENE DE AVIAÇÃO;EXPORTAÇÃO;230,0125156;103413
2004;SET;QUEROSENE DE AVIAÇÃO;EXPORTAÇÃO;308,106383;114517
2004;ABR;QUEROSENE DE AVIAÇÃO;IMPORTAÇÃO;2516,404255;638189
2004;AGO;QUEROSENE DE AVIAÇÃO;IMPORTAÇÃO;34,94743429;12250
2004;DEZ;QUEROSENE DE AVIAÇÃO;IMPORTAÇÃO;44211,49061;17314690
2004;FEV;QUEROSENE DE AVIAÇÃO;IMPORTAÇÃO;2582,772215;525929
2004;JAN;QUEROSENE DE AVIAÇÃO;IMPORTAÇÃO;18487,33417;4400448
2004;JUL;QUEROSENE DE AVIAÇÃO;IMPORTAÇÃO;35,05256571;12250
2004;JUN;QUEROSENE DE AVIAÇÃO;IMPORTAÇÃO;0;0
2004;MAI;QUEROSENE DE AVIAÇÃO;IMPORTAÇÃO;0;0
2004;MAR;QUEROSENE DE AVIAÇÃO;IMPORTAÇÃO;0;0
2004;NOV;QUEROSENE DE AVIAÇÃO;IMPORTAÇÃO;0;0
2004;OUT;QUEROSENE DE AVIAÇÃO;IMPORTAÇÃO;40592,57822;16097620
2004;SET;QUEROSENE DE AVIAÇÃO;IMPORTAÇÃO;34,91239049;13475
2004;ABR;QUEROSENE ILUMINANTE;EXPORTAÇÃO;0;0
2004;AGO;QUEROSENE ILUMINANTE;EXPORTAÇÃO;0;0
2004;DEZ;QUEROSENE ILUMINANTE;EXPORTAÇÃO;0;0
2004;FEV;QUEROSENE ILUMINANTE;EXPORTAÇÃO;0;0
2004;JAN;QUEROSENE ILUMINANTE;EXPORTAÇÃO;0;0
2004;JUL;QUEROSENE ILUMINANTE;EXPORTAÇÃO;0;0
2004;JUN;QUEROSENE ILUMINANTE;EXPORTAÇÃO;0;0
2004;MAI;QUEROSENE ILUMINANTE;EXPORTAÇÃO;0;0
2004;MAR;QUEROSENE ILUMINANTE;EXPORTAÇÃO;0;0
2004;NOV;QUEROSENE ILUMINANTE;EXPORTAÇÃO;0;0
2004;OUT;QUEROSENE ILUMINANTE;EXPORTAÇÃO;0;0
2004;SET;QUEROSENE ILUMINANTE;EXPORTAÇÃO;0;0
2004;ABR;QUEROSENE ILUMINANTE;IMPORTAÇÃO;0;0
2004;AGO;QUEROSENE ILUMINANTE;IMPORTAÇÃO;0;0
2004;DEZ;QUEROSENE ILUMINANTE;IMPORTAÇÃO;0;0
2004;FEV;QUEROSENE ILUMINANTE;IMPORTAÇÃO;0;0
2004;JAN;QUEROSENE ILUMINANTE;IMPORTAÇÃO;0;0
2004;JUL;QUEROSENE ILUMINANTE;IMPORTAÇÃO;0;0
2004;JUN;QUEROSENE ILUMINANTE;IMPORTAÇÃO;0;0
2004;MAI;QUEROSENE ILUMINANTE;IMPORTAÇÃO;0;0
2004;MAR;QUEROSENE ILUMINANTE;IMPORTAÇÃO;0;0
2004;NOV;QUEROSENE ILUMINANTE;IMPORTAÇÃO;0;0
2004;OUT;QUEROSENE ILUMINANTE;IMPORTAÇÃO;0;0
2004;SET;QUEROSENE ILUMINANTE;IMPORTAÇÃO;0;0
2004;ABR;SOLVENTE;EXPORTAÇÃO;42201,76518;18461154
2004;AGO;SOLVENTE;EXPORTAÇÃO;39028,96491;26401861
2004;DEZ;SOLVENTE;EXPORTAÇÃO;48823,62888;30693551
2004;FEV;SOLVENTE;EXPORTAÇÃO;23659,18084;8025779
2004;JAN;SOLVENTE;EXPORTAÇÃO;30204,66802;9948873
2004;JUL;SOLVENTE;EXPORTAÇÃO;39984,86775;22278496
2004;JUN;SOLVENTE;EXPORTAÇÃO;27028,01619;11660464
2004;MAI;SOLVENTE;EXPORTAÇÃO;29085,34008;13257219
2004;MAR;SOLVENTE;EXPORTAÇÃO;49244,21188;18573582
2004;NOV;SOLVENTE;EXPORTAÇÃO;40679,70445;29354546
2004;OUT;SOLVENTE;EXPORTAÇÃO;43186,55196;29756800
2004;SET;SOLVENTE;EXPORTAÇÃO;29925,93252;24381189
2004;ABR;SOLVENTE;IMPORTAÇÃO;76343,58435;20610590
2004;AGO;SOLVENTE;IMPORTAÇÃO;42575,06073;14805489
2004;DEZ;SOLVENTE;IMPORTAÇÃO;36283,59109;11669783
2004;FEV;SOLVENTE;IMPORTAÇÃO;93563,94197;24792217
2004;JAN;SOLVENTE;IMPORTAÇÃO;146424,3792;33983154
2004;JUL;SOLVENTE;IMPORTAÇÃO;46391,14575;13040944
2004;JUN;SOLVENTE;IMPORTAÇÃO;65055,08502;19327864
2004;MAI;SOLVENTE;IMPORTAÇÃO;88639,18084;23120128
2004;MAR;SOLVENTE;IMPORTAÇÃO;146941,9973;38317216
2004;NOV;SOLVENTE;IMPORTAÇÃO;21611,35628;8754647
2004;OUT;SOLVENTE;IMPORTAÇÃO;58184,42645;19482464
2004;SET;SOLVENTE;IMPORTAÇÃO;56110,91228;17178747
2004;ABR;ÓLEO COMBUSTÍVEL;EXPORTAÇÃO;714608,2577;95823213
2004;AGO;ÓLEO COMBUSTÍVEL;EXPORTAÇÃO;539695,1293;89354081
2004;DEZ;ÓLEO COMBUSTÍVEL;EXPORTAÇÃO;887758,1007;143353009
2004;FEV;ÓLEO COMBUSTÍVEL;EXPORTAÇÃO;352966,2804;55209032
2004;JAN;ÓLEO COMBUSTÍVEL;EXPORTAÇÃO;375126,692;48979364
2004;JUL;ÓLEO COMBUSTÍVEL;EXPORTAÇÃO;512982,8371;94255825
2004;JUN;ÓLEO COMBUSTÍVEL;EXPORTAÇÃO;485454,8085;88551445
2004;MAI;ÓLEO COMBUSTÍVEL;EXPORTAÇÃO;888923,229;130460819
2004;MAR;ÓLEO COMBUSTÍVEL;EXPORTAÇÃO;606364,7532;84107237
2004;NOV;ÓLEO COMBUSTÍVEL;EXPORTAÇÃO;862387,9714;160460487
2004;OUT;ÓLEO COMBUSTÍVEL;EXPORTAÇÃO;587063,1214;91354211
2004;SET;ÓLEO COMBUSTÍVEL;EXPORTAÇÃO;649693,0395;99245521
2004;ABR;ÓLEO COMBUSTÍVEL;IMPORTAÇÃO;21229,31589;5534500
2004;AGO;ÓLEO COMBUSTÍVEL;IMPORTAÇÃO;0,16189536;899
2004;DEZ;ÓLEO COMBUSTÍVEL;IMPORTAÇÃO;31009,66239;5392987
2004;FEV;ÓLEO COMBUSTÍVEL;IMPORTAÇÃO;14103,6772;2930518
2004;JAN;ÓLEO COMBUSTÍVEL;IMPORTAÇÃO;15017,38401;2550417
2004;JUL;ÓLEO COMBUSTÍVEL;IMPORTAÇÃO;0;0
2004;JUN;ÓLEO COMBUSTÍVEL;IMPORTAÇÃO;0,322803554;1500
2004;MAI;ÓLEO COMBUSTÍVEL;IMPORTAÇÃO;0;0
2004;MAR;ÓLEO COMBUSTÍVEL;IMPORTAÇÃO;15463,90819;4062166
2004;NOV;ÓLEO COMBUSTÍVEL;IMPORTAÇÃO;0;0
2004;OUT;ÓLEO COMBUSTÍVEL;IMPORTAÇÃO;0;0
2004;SET;ÓLEO COMBUSTÍVEL;IMPORTAÇÃO;33596,24679;4938399
2004;ABR;ÓLEO DIESEL;EXPORTAÇÃO;2455,764085;754124
2004;AGO;ÓLEO DIESEL;EXPORTAÇÃO;1978,035211;730022
2004;DEZ;ÓLEO DIESEL;EXPORTAÇÃO;2162,372066;899373
2004;FEV;ÓLEO DIESEL;EXPORTAÇÃO;20781,45892;4617094
2004;JAN;ÓLEO DIESEL;EXPORTAÇÃO;2182,048122;646522
2004;JUL;ÓLEO DIESEL;EXPORTAÇÃO;2023,590376;684258
2004;JUN;ÓLEO DIESEL;EXPORTAÇÃO;2906,734742;952023
2004;MAI;ÓLEO DIESEL;EXPORTAÇÃO;19793,52113;5041030
2004;MAR;ÓLEO DIESEL;EXPORTAÇÃO;3217,356808;970657
2004;NOV;ÓLEO DIESEL;EXPORTAÇÃO;2644,536385;1202496
2004;OUT;ÓLEO DIESEL;EXPORTAÇÃO;2398,059859;972226
2004;SET;ÓLEO DIESEL;EXPORTAÇÃO;1983,764085;738207
2004;ABR;ÓLEO DIESEL;IMPORTAÇÃO;46350,05047;10454818
2004;AGO;ÓLEO DIESEL;IMPORTAÇÃO;208499,331;57240830
2004;DEZ;ÓLEO DIESEL;IMPORTAÇÃO;154650,8732;55302525
2004;FEV;ÓLEO DIESEL;IMPORTAÇÃO;119362,7019;26267599
2004;JAN;ÓLEO DIESEL;IMPORTAÇÃO;193320,2805;42221711
2004;JUL;ÓLEO DIESEL;IMPORTAÇÃO;247947,1878;68716917
2004;JUN;ÓLEO DIESEL;IMPORTAÇÃO;111225,1256;28769885
2004;MAI;ÓLEO DIESEL;IMPORTAÇÃO;70845,8662;18039356
2004;MAR;ÓLEO DIESEL;IMPORTAÇÃO;85270,60915;21585374
2004;NOV;ÓLEO DIESEL;IMPORTAÇÃO;533774,6772;178383671
2004;OUT;ÓLEO DIESEL;IMPORTAÇÃO;780357,7653;275552855
2004;SET;ÓLEO DIESEL;IMPORTAÇÃO;143097,4308;44229105
2005;ABR;ASFALTO;EXPORTAÇÃO;671,5921951;154088
2005;AGO;ASFALTO;EXPORTAÇÃO;1099,023415;315743
